project-name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,fi-changes,ostrand,scattering,intensity,ana,acm,arl,boc,fch,frch,lch,wcd,wfr,tach,ataf,chd,lca,lcd,csb,csbs,acdf,cho,is-change-prone
lucene,2.2,org.apache.lucene.search.FuzzyQuery,10,3,0,13,42,7,1,12,9,0.638888889,280,0.5,0,0.72,0.285714286,3,4,26.6,6,1.4,49.0,2.0,42.0,0.0,1.0,1.0,2.0,0.9000262161599593,0.9691709979615217,0.40207869979401356,0.027220215469078157,0.3513838364027104,0.9784511857660078,0.04919331193654097,0.7307046204445051,0.970577396380911,0.43285005891097383,0.6452831819906997,0.47570638814776667,0.04623938024057839,0.08967723200851763,0.6924138636451896,TRUE
lucene,2.2,org.apache.lucene.index.MultiLevelSkipListReader,10,1,1,4,21,0,1,3,1,0.619047619,477,1,1,0,0.5,0,0,45.3,2,1,61.0,1.0,39.0,0.0,3.0,2.0,4.0,0.014393683675033242,0.4241814840169247,0.5922640171949305,0.29449686125283314,0.4656831021864134,0.828524281602495,0.3481796944755239,0.40159235384739,0.7174592406413536,0.16865305615220916,0.06983784213394573,0.3947269486826507,0.24190272503906718,0.6623614144690216,0.44131653369937596,FALSE
lucene,2.2,org.apache.lucene.store.RAMDirectory,17,2,0,11,42,0,2,10,15,0.5625,393,0.333333333,0,0.586206897,0.352941176,1,5,21.94117647,2,0.8824,12.0,2.0,27.0,0.0,2.0,4.0,2.0,0.2696625594057025,0.5154565904831441,0.5448141831139639,0.4873808505394075,0.5730731144373695,0.1328370776163229,0.8199553310913279,0.49694304390996136,0.7738282868481579,0.007416129689401307,0.4825665159895327,0.675146712506857,0.5170620428216404,0.5822098910826758,0.4270000076410071,FALSE
lucene,2.2,org.apache.lucene.search.spans.SpanQuery,5,2,5,17,7,10,12,6,4,2,14,0,0,0.75,0.466666667,1,1,1.8,1,0.8,67.0,2.0,29.0,1.4,1.0,7.0,4.0,0.5071050757877947,0.47954153938329747,0.4925296402739341,0.2027798704680197,0.7097578930916094,0.4961954579202492,0.9870372334455249,0.5832481556864724,0.9917405678279505,0.6744889358602715,0.5301544442228546,0.6667558996904466,0.09004987308479484,0.5766106420166128,0.6032191326629769,FALSE
lucene,2.2,org.apache.lucene.index.TermPositions,4,1,0,23,4,6,22,1,4,2,4,0,0,0,0.5,0,0,0,1,1,50.0,2.0,41.0,0.0,3.0,7.0,5.0,0.0822749302148883,0.6132091138167093,0.6748515735824931,0.23499419756227036,0.46349255252106103,0.9070963789445958,0.40865056419127643,0.5541296886099757,0.5261840747648091,0.7090651006930826,0.25345502868025194,0.6774338607676857,0.9866855692088868,0.8252004165820032,0.6668119748107862,FALSE
lucene,2.2,org.apache.lucene.search.function.DocValues,14,1,6,16,19,79,15,1,11,0.723076923,133,1,0,0,0.785714286,0,0,8.142857143,3,1,59.0,1.0,41.0,3.76,1.0,2.0,4.0,0.7050037204417763,0.8637002958512046,0.32873707588931345,0.25824254863218055,0.9043999808829406,0.3641011326482566,0.9655491530800541,0.6771236343194553,0.5129658523245961,0.03293831379298884,0.8225056695086019,0.7904403244941587,0.12148250434926355,0.37725371414076314,0.3991610818887945,FALSE
lucene,2.2,org.apache.lucene.analysis.standard.CharStream,12,1,0,3,12,66,3,0,12,2,12,0,0,0,0.583333333,0,0,0,1,1,22.0,1.0,2.0,0.07,1.0,1.0,5.0,0.5801784479725746,9.95833167321325E-4,0.7928156285284021,0.4037188315571504,0.44156870852572294,0.709239972477944,0.8831172999138084,0.1599947087595538,0.29738009098342055,0.35128969743230276,0.6348248909830032,0.8262379217391186,0.5546366638243615,0.02610295267185847,0.995935783617468,FALSE
lucene,2.2,org.apache.lucene.analysis.standard.FastCharStream,14,1,0,2,25,3,1,1,13,0.602564103,237,0,0,0,0.404761905,0,0,15.5,1,0.9286,55.0,1.0,3.0,0.95,1.0,4.0,3.0,0.3493003949072785,0.8721193677537937,0.22482688919496308,0.23118031003989759,0.10543207721039893,0.16844779660187126,0.9927528419908453,0.7365823063988295,0.713657700847968,0.8855063837894541,0.27699070388849123,0.9488458886555309,0.42479633342812506,0.1405898175466207,0.8851159984282078,TRUE
lucene,2.2,org.apache.lucene.search.FieldCacheImpl,14,1,0,22,29,67,9,22,12,0.897435897,199,0.333333333,12,0,0.403846154,0,0,12.35714286,1,0.8571,63.0,1.0,21.0,5.64,1.0,5.0,4.0,0.33282521778457563,0.23747150825611518,0.4323396753980937,0.5950669215610573,0.7559286132894742,0.09903126839747833,0.7315314636936696,0.7721775648078348,0.9151969124822806,0.9380313971941885,0.8495002566098477,0.41672512049116284,0.05761323384403538,0.9535479618764335,0.5332970775091748,FALSE
lucene,2.2,org.apache.lucene.document.LoadFirstFieldSelector,2,1,0,2,3,1,0,2,2,2,7,0,0,0,0.75,0,0,2.5,1,0.5,40.0,2.0,25.0,0.57,3.0,1.0,5.0,0.5732842807726577,0.6891954643763725,0.3167521211375791,0.9051520987117281,0.7164437315035779,0.4441670538182392,0.38015225566937316,0.3884320387859169,0.2555753443252443,0.7892447445214568,0.1549106780719569,0.9781944344796868,0.7500746615764932,0.8073169913775615,0.740276036279404,FALSE
